timestamp,open,high,low,close,volume
2023-10-24 10:00:00,34337.12,34470.79,34262.06,34447.1,2304.55814
2023-10-24 11:00:00,34447.1,34876.4,34410.77,34542.91,6566.20006
2023-10-24 12:00:00,34542.9,34835.74,34455.42,34576.39,3219.98216
2023-10-24 13:00:00,34576.39,34593.34,34145.48,34431.19,4255.39816
2023-10-24 14:00:00,34431.19,34475.0,34065.73,34424.38,3530.85032
2023-10-24 15:00:00,34424.38,34549.75,33200.0,33668.9,12992.03895
2023-10-24 16:00:00,33668.89,34386.12,33492.21,33938.92,6150.99297
2023-10-24 17:00:00,33938.93,34083.96,33783.02,33786.34,2442.56006
2023-10-24 18:00:00,33786.35,33874.73,33380.01,33854.88,3289.40825
2023-10-24 19:00:00,33854.87,33888.2,33669.11,33796.5,1457.90131
2023-10-24 20:00:00,33796.5,33970.0,33624.01,33659.52,1715.23203
2023-10-24 21:00:00,33659.52,34250.0,33485.1,34125.67,3183.18114
2023-10-24 22:00:00,34125.67,34236.4,33852.92,34155.64,2228.07833
2023-10-24 23:00:00,34155.65,34221.0,33726.51,33922.73,2119.82491
2023-10-25 00:00:00,33922.73,34036.3,33773.74,34026.32,2112.41022
2023-10-25 01:00:00,34026.32,34399.82,34005.64,34195.93,2869.13764
2023-10-25 02:00:00,34195.92,34216.69,33962.78,33999.4,1518.76919
2023-10-25 03:00:00,33999.4,34073.32,33921.0,33999.39,1466.12421
2023-10-25 04:00:00,33999.39,34204.78,33928.4,34193.55,1409.76436
2023-10-25 05:00:00,34193.56,34202.85,33900.5,34011.61,1477.45991
2023-10-25 06:00:00,34011.6,34181.52,34006.4,34121.76,1153.79854
2023-10-25 07:00:00,34121.76,34199.98,33679.05,33857.53,2759.39509
2023-10-25 08:00:00,33857.53,34027.6,33783.0,33948.54,1672.09555
2023-10-25 09:00:00,33948.55,34330.27,33880.0,34100.75,2314.76854
2023-10-25 10:00:00,34100.74,34250.0,34042.7,34241.4,1343.17321
2023-10-25 11:00:00,34241.41,34446.42,34170.05,34199.2,2651.4089
2023-10-25 12:00:00,34199.2,34435.55,34199.19,34337.01,2166.70473
2023-10-25 13:00:00,34337.01,34672.0,34270.0,34483.99,3662.34975
2023-10-25 14:00:00,34483.99,34820.0,34337.29,34769.68,4191.17927
2023-10-25 15:00:00,34769.68,35000.0,34638.13,34839.8,4840.76364
2023-10-25 16:00:00,34839.8,35132.85,34457.01,34480.71,5462.19006
2023-10-25 17:00:00,34480.72,34704.32,34380.85,34660.15,2157.6289
2023-10-25 18:00:00,34660.16,34734.82,34429.83,34661.22,1933.18457
2023-10-25 19:00:00,34661.22,34792.15,34547.37,34738.54,1359.04309
2023-10-25 20:00:00,34738.54,34850.23,34593.72,34671.17,2143.29385
2023-10-25 21:00:00,34671.17,34757.68,34518.05,34552.75,1321.62241
2023-10-25 22:00:00,34552.75,34650.0,34485.37,34606.48,1028.95067
2023-10-25 23:00:00,34606.47,34620.0,34250.0,34496.05,1871.80899
2023-10-26 00:00:00,34496.05,34696.58,34421.98,34660.0,1133.2974
2023-10-26 01:00:00,34660.01,34796.79,34639.08,34681.26,1474.31852
2023-10-26 02:00:00,34681.26,34787.92,34649.36,34746.9,878.58658
2023-10-26 03:00:00,34746.9,34824.13,34706.34,34793.29,1221.12575
2023-10-26 04:00:00,34793.29,34810.0,34663.18,34700.0,1130.62474
2023-10-26 05:00:00,34699.99,34700.0,34510.17,34521.06,1355.96892
2023-10-26 06:00:00,34521.06,34640.0,34410.02,34615.16,1729.41006
2023-10-26 07:00:00,34615.16,34784.61,34551.5,34647.34,2098.65673
2023-10-26 08:00:00,34647.35,34745.86,34499.0,34520.85,1940.94276
2023-10-26 09:00:00,34520.86,34585.77,34405.27,34429.23,1622.90871
2023-10-26 10:00:00,34429.23,34450.81,34100.64,34277.56,2720.37183
2023-10-26 11:00:00,34277.57,34325.86,33960.39,34102.66,2962.642
2023-10-26 12:00:00,34102.66,34332.99,34080.38,34258.24,2153.38995
2023-10-26 13:00:00,34258.25,34370.0,34166.66,34176.0,1572.70157
2023-10-26 14:00:00,34176.0,34337.31,33862.0,34199.64,3542.46544
2023-10-26 15:00:00,34199.65,34263.29,33863.24,34044.43,2872.11641
2023-10-26 16:00:00,34044.44,34082.0,33751.0,33773.63,2127.66631
2023-10-26 17:00:00,33773.64,33967.13,33751.01,33943.13,1341.3246
2023-10-26 18:00:00,33943.12,34088.11,33934.6,33978.62,1132.36898
2023-10-26 19:00:00,33978.61,34123.6,33905.24,34044.02,1448.36071
2023-10-26 20:00:00,34044.02,34200.0,34023.74,34183.99,1301.05965
2023-10-26 21:00:00,34183.99,34212.02,34079.71,34113.84,597.12408
2023-10-26 22:00:00,34113.83,34246.2,34113.83,34227.74,788.16091
2023-10-26 23:00:00,34227.73,34278.0,34138.84,34151.66,599.06994
2023-10-27 00:00:00,34151.66,34171.28,33972.39,34015.27,908.27901
2023-10-27 01:00:00,34015.27,34054.48,33780.0,33848.47,1439.61708
2023-10-27 02:00:00,33848.47,34142.63,33810.0,34088.57,1054.39547
2023-10-27 03:00:00,34088.57,34151.14,34050.0,34117.08,751.67247
2023-10-27 04:00:00,34117.09,34185.15,34002.12,34095.48,781.10173
2023-10-27 05:00:00,34095.47,34118.0,33968.45,34084.2,747.21682
